MI0000092	hsa-mir-91 	hsa-mir-91-13 	MI0000071 	miR-91 is expressed from the 5' arm of the mir-17 precursor hairpin. 
MI0014859	ppy-mir-199a-2 		MI0002832 	The 2 annotated mir-199a sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015239	ppy-mir-1283b 		MI0015007 	mir-1283b and mir-518a-2 map to the same locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014974	ppy-mir-501 		MI0014975 	mir-501 and mir-502 map to the same locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014983	ppy-mir-509-2 		MI0014982 	The 3 annotated mir-509 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014984	ppy-mir-509-3 		MI0014982 	The 3 annotated mir-509 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014987	ppy-mir-511-2 		MI0014986 	The 2 annotated mir-511 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014993	ppy-mir-513c 		MI0014990 	mir-513c and mir-513a-1 map to the same locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014995	ppy-mir-514-2 		MI0014994 	The 3 annotated mir-514 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0014996	ppy-mir-514-3 		MI0014994 	The 3 annotated mir-514 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015000	ppy-mir-516a-2 		MI0014999 	The 3 annotated mir-516a sequences map to just 2 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015008	ppy-mir-518b 		MI0015013 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015007	ppy-mir-518a-2 		MI0015006 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015139	ppy-mir-675b 		MI0015138 	The 2 annotated mir-675 sequences map to just 1 locus in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015004	ppy-mir-517b 		MI0015003 	Some annotated mir-517 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015005	ppy-mir-517c 		MI0015003 	Some annotated mir-517 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015015	ppy-mir-519b 		MI0015013 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015016	ppy-mir-519c 		MI0015013 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015010	ppy-mir-518d 		MI0015009 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015033	ppy-mir-526a-1 		MI0015011 	Some annotated mir-518/519/526 family sequences collapse to the same loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0028420	efu-mir-9189e 		MI0028420 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028568	efu-mir-9189d 		MI0028568 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028569	efu-mir-9189g 		MI0028569 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028570	efu-mir-9189c 		MI0028570 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028571	efu-mir-9189f 		MI0028571 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028572	efu-mir-9189a 		MI0028572 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028573	efu-mir-9189b 		MI0028573 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0028574	efu-mir-9189h 		MI0028574 	The sequences annotated mir-9189 map thousands of times to the bat genome, and are identified as a family of SINE repeats in PUBMED:18068947. 
MI0029881	ami-mir-9614 		MI0029854 	ami-mir-9614 is a duplicate of ami-mir-1677c, and so is removed from the database. 
MI0022064	hbr-MIR159b 		MI0022053 	MIR159a and MIR159b map to the same locus in the Hevbra1.0 genome assembly. The entries are therefore merged. 
MI0029284	dvi-mir-9541 		MI0030968 	Two duplicate entries are merged in miRBase 22. 
MI0018004	hsa-mir-5096 		MI0018004 	The pattern of smRNAseq reads mapping to the mir-5096 locus is not consistent with miRNA processing. The sequence is also similar to that of several coiled coil protein-coding genes. mir-5096 is therefore removed from miRBase 22. 
